,PIID,Prepared Date,Date Signed,Contracting Office Region,Modification Number,Period of Performance Start Date,Funding Office ID,Principal Place of Performance Country Name,Vendor Name,Referenced  IDV PIID,Referenced IDV Mod Number,(Last Date To Order),Purchase Card as Payment Method Code,Purchase Card as Payment Method Description,Description of Requirement,IDV NAICS Code,IDV NAICS Description,NAICS Code,NAICS Description,Product or Service Code,Product or Service Description,Principal Place of Performance Country Code,Base and Exercised Options Value,Action Obligation,Base and All Options Value (Total Contract Value),cluster id,confidence
93,19aqma20f1218,8/24/20,8/13/20,us,0,8/13/20,19xwha,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,gitm it,541519.0,other computer related services,541519,other computer related services,7035,information technology support equipment,usa,"4,828.00","4,828.00","4,828.00",15,0.9195644863954879
94,19aqma20f1219,8/24/20,8/13/20,us,0,8/13/20,19xwha,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,gitm it,541519.0,other computer related services,541519,other computer related services,7035,information technology support equipment,usa,"3,380.00","3,380.00","3,380.00",15,0.9195644863954879
95,19aqma20f1220,8/24/20,8/13/20,us,0,8/13/20,19xwha,united states,"mercom, incorporated",nng15sd84b,18,,n,no,gitm it,541519.0,other computer related services,541519,other computer related services,7010,information technology equipment system configuration,usa,"4,989.35","4,989.35","4,989.35",15,0.9195644863954879
96,19aqma20f1221,8/27/20,08/12/20,us,0,08/12/20,19xwha,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"8,760.00","8,760.00","8,760.00",14,0.9195644863954879
97,19aqma20f1222,8/27/20,08/11/20,us,0,08/11/20,19xwha,united states,"anacapa micro products, inc.",nng15sd64b,16,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"5,081.67","5,081.67","5,081.67",14,0.9195644863954879
98,19aqma20f1223,8/24/20,8/13/20,us,0,8/13/20,19xwha,united states,"mercom, incorporated",nng15sd84b,18,,n,no,gitm it,541519.0,other computer related services,541519,other computer related services,7010,information technology equipment system configuration,usa,"1,071.69","1,071.69","1,071.69",15,0.9195644863954879
99,19aqma20f1230,08/12/20,08/10/20,us,0,08/10/20,19xaf0,united states,"ethan allen retail, inc.",saqmma16a0228,0,,n,no,furniture for overseas personnel.,337122.0,nonupholstered wood household furniture manufacturing,337122,nonupholstered wood household furniture manufacturing,7105,household furniture,usa,"9,427.20","9,427.20","9,427.20",16,0.9195644863954879
100,19aqma20f1232,8/28/20,08/12/20,us,0,08/12/20,19xeap,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"8,418.40","8,418.40","8,418.40",14,0.9195644863954879
101,19aqma20f1233,8/19/20,08/11/20,us,0,08/11/20,19xds0,united states,"mercom, incorporated",nng15sd84b,18,,n,no,information technology equipment system configuration,541519.0,other computer related services,541519,other computer related services,7010,information technology equipment system configuration,usa,"2,198.58","2,198.58","2,198.58",134,1.0
102,19aqma20f1235,8/18/20,08/11/20,us,0,08/11/20,19xds0,united states,"mercom, incorporated",nng15sd84b,18,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"1,655.71","1,655.71","1,655.71",14,0.9195644863954879
103,19aqma20f1239,8/27/20,08/12/20,us,0,08/12/20,19xeur,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"9,590.00","9,590.00","9,590.00",14,0.9195644863954879
104,19aqma20f1240,8/27/20,08/12/20,us,0,08/12/20,19xwha,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"3,780.00","3,780.00","3,780.00",14,0.9195644863954879
105,19aqma20f1242,8/18/20,08/11/20,us,0,08/11/20,19xds0,united states,"mercom, incorporated",nng15sd84b,18,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"3,705.48","3,705.48","3,705.48",14,0.9195644863954879
106,19aqma20f1243,8/17/20,08/11/20,us,0,08/11/20,19xwha,united states,"mercom, incorporated",nng15sd84b,18,,n,no,gitm it,541519.0,other computer related services,541519,other computer related services,7010,information technology equipment system configuration,usa,"9,804.70","9,804.70","9,804.70",15,0.9195644863954879
107,19aqma20f1244,8/18/20,08/11/20,us,0,08/11/20,19xeur,united states,"mercom, incorporated",nng15sd84b,18,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"1,443.40","1,443.40","1,443.40",14,0.9195644863954879
108,19aqma20f1245,8/13/20,8/13/20,us,0,8/13/20,19xeur,united states,"mercom, incorporated",nng15sd84b,18,,n,no,gitm it,541519.0,other computer related services,541519,other computer related services,7010,information technology equipment system configuration,usa,"10,296.96","10,296.96","10,296.96",15,0.9195644863954879
109,19aqma20f1246,08/12/20,08/12/20,us,0,08/12/20,19xsca,united states,"iron bow technologies, llc",19aqmm18d0035,0,,n,no,vpo for annex training room,423690.0,other electronic parts and equipment merchant wholesalers,423690,other electronic parts and equipment merchant wholesalers,7435,office information system equipment,usa,"10,440.23","10,440.23","10,440.23",135,1.0
110,19aqma20f1247,8/24/20,8/24/20,us,0,8/24/20,19xeur,united states,"mercom, incorporated",nng15sd84b,18,,n,no,gitm it,541519.0,other computer related services,541519,other computer related services,7010,information technology equipment system configuration,usa,"11,391.45","11,391.45","11,391.45",15,0.9195644863954879
111,19aqma20f1249,8/30/20,08/11/20,us,0,08/11/20,19xeur,united states,"mercom, incorporated",nng15sd84b,18,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"7,116.55","7,116.55","7,116.55",14,0.9195644863954879
112,19aqma20f1250,8/24/20,8/13/20,us,0,8/13/20,19xaf0,united states,"mercom, incorporated",nng15sd84b,18,,n,no,gitm it,541519.0,other computer related services,541519,other computer related services,7010,information technology equipment system configuration,usa,"6,940.32","6,940.32","6,940.32",15,0.9195644863954879
113,19aqma20f1252,8/24/20,8/13/20,us,0,8/13/20,19xaf0,united states,"mercom, incorporated",nng15sd84b,18,,n,no,gitm it,541519.0,other computer related services,541519,other computer related services,7010,information technology equipment system configuration,usa,"3,291.68","3,291.68","3,291.68",15,0.9195644863954879
114,19aqma20f1255,8/21/20,08/11/20,us,0,08/11/20,19xeap,united states,"mercom, incorporated",nng15sd84b,18,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"6,534.70","6,534.70","6,534.70",14,0.9195644863954879
115,19aqma20f1256,8/27/20,08/11/20,us,0,08/11/20,19x1nl,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"4,462.68","4,462.68","4,462.68",14,0.9195644863954879
116,19aqma20f1259,8/27/20,08/11/20,us,0,08/11/20,19xwha,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,967.86,967.86,967.86,14,0.9195644863954879
117,19aqma20f1262,8/21/20,08/11/20,us,0,08/11/20,19xeap,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"4,220.12","4,220.12","4,220.12",14,0.9195644863954879
118,19aqma20f1264,8/27/20,08/12/20,us,0,08/12/20,19xeap,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"2,372.93","2,372.93","2,372.93",14,0.9195644863954879
119,19aqma20f1266,8/24/20,8/13/20,us,0,8/13/20,19xaf0,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,gitm it,541519.0,other computer related services,541519,other computer related services,7035,information technology support equipment,usa,"1,875.00","1,875.00","1,875.00",15,0.9195644863954879
120,19aqma20f1270,8/27/20,08/12/20,us,0,08/12/20,19xaf0,united states,"iron bow technologies, llc",19aqmm18d0035,0,,n,no,it electronic computer components,423690.0,other electronic parts and equipment merchant wholesalers,423690,other electronic parts and equipment merchant wholesalers,7050,information technology components,usa,"6,086.22","6,086.22","6,086.22",14,0.9195644863954879
121,19aqma20f1273,8/18/20,08/11/20,us,0,08/11/20,19xds0,united states,"mercom, incorporated",nng15sd84b,18,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"1,452.99","1,452.99","1,452.99",14,0.9195644863954879
122,19aqma20f1297,08/12/20,08/12/20,us,0,08/12/20,19xsca,united states,"iron bow technologies, llc",19aqmm18d0035,0,,n,no,vtc equipment,423690.0,other electronic parts and equipment merchant wholesalers,423690,other electronic parts and equipment merchant wholesalers,7435,office information system equipment,usa,"10,547.86","10,547.86","10,547.86",136,1.0
123,19aqma20f1298,08/12/20,08/12/20,us,0,08/12/20,19xeur,united states,"ethan allen retail, inc.",saqmma16a0228,0,,n,no,furniture for overseas personnel.,337122.0,nonupholstered wood household furniture manufacturing,337122,nonupholstered wood household furniture manufacturing,7105,household furniture,usa,"9,596.48","9,596.48","9,596.48",16,0.9195644863954879
124,19aqma20f1299,8/27/20,08/12/20,us,0,08/12/20,19xwha,united states,"government acquisitions, inc.",nng15sc78b,0,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"6,934.48","6,934.48","6,934.48",14,0.9195644863954879
125,19aqma20f1300,8/27/20,08/12/20,us,0,08/12/20,19x1sn,united states,"mercom, incorporated",nng15sd84b,18,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"2,143.38","2,143.38","2,143.38",14,0.9195644863954879
126,19aqma20f1301,08/12/20,08/12/20,us,0,08/12/20,19xsca,united states,"ethan allen retail, inc.",saqmma16a0228,0,,n,no,furniture for overseas personnel.,337122.0,nonupholstered wood household furniture manufacturing,337122,nonupholstered wood household furniture manufacturing,7105,household furniture,usa,"1,601.25","1,601.25","1,601.25",16,0.9195644863954879
127,19aqma20f1302,08/12/20,08/12/20,us,0,08/12/20,19xeap,united states,"ethan allen retail, inc.",saqmma16a0228,0,,n,no,furniture for overseas personnel.,337122.0,nonupholstered wood household furniture manufacturing,337122,nonupholstered wood household furniture manufacturing,7105,household furniture,usa,"7,697.31","7,697.31","7,697.31",16,0.9195644863954879
128,19aqma20f1303,8/24/20,8/13/20,us,0,8/13/20,19xeap,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,gitm it,541519.0,other computer related services,541519,other computer related services,7035,information technology support equipment,usa,"1,980.00","1,980.00","1,980.00",15,0.9195644863954879
129,19aqma20f1304,8/24/20,8/13/20,us,0,8/13/20,19xeap,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,gitm it,541519.0,other computer related services,541519,other computer related services,7035,information technology support equipment,usa,"1,980.00","1,980.00","1,980.00",15,0.9195644863954879
130,19aqma20f1307,8/13/20,8/13/20,us,0,9/30/20,19xwha,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,adobe licenses,541519.0,other computer related services,541519,other computer related services,7030,information technology software,usa,"4,810.28","4,810.28","4,810.28",18,0.9195644855499268
131,19aqma20f1308,8/13/20,8/13/20,us,0,09/01/20,19xwha,united states,carahsoft technology corporation,nng15sc03b,28,,n,no,vmware,334111.0,electronic computer manufacturing,334111,electronic computer manufacturing,7030,information technology software,usa,"7,673.80","7,673.80","7,673.80",137,1.0
132,19aqma20f1311,8/30/20,8/13/20,us,0,8/13/20,19xeur,united states,"mercom, incorporated",nng15sd84b,18,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"2,455.02","2,455.02","2,455.02",14,0.9195644863954879
133,19aqma20f1347,8/25/20,8/19/20,us,0,8/19/20,19xds0,united states,"mercom, incorporated",nng15sd84b,18,,n,no,it electronic computer components,541519.0,other computer related services,541519,other computer related services,7050,information technology components,usa,"1,040.28","1,040.28","1,040.28",14,0.9195644863954879
134,19aqma20f1357,8/20/20,8/20/20,us,0,08/01/20,19xeur,united states,cdw government llc,nng15sc28b,0,,n,no,microsoft licenses,541519.0,other computer related services,541519,other computer related services,7030,information technology software,usa,419.70,419.70,419.70,19,0.9195644863954879
135,19aqma20f1388,8/25/20,8/23/20,us,0,8/23/20,19xwha,united states,"ethan allen retail, inc.",saqmma16a0228,0,,n,no,furniture for overseas personnel.,337122.0,nonupholstered wood household furniture manufacturing,337122,nonupholstered wood household furniture manufacturing,7105,household furniture,usa,"3,503.91","3,503.91","3,503.91",16,0.9195644863954879
136,19aqma20f1389,8/25/20,8/23/20,us,0,8/23/20,19xeap,united states,ostyn newman inc,saqmma16a0227,0,,n,no,furniture for overseas personnel.,337122.0,nonupholstered wood household furniture manufacturing,337122,nonupholstered wood household furniture manufacturing,7105,household furniture,usa,492.38,492.38,492.38,16,0.9195644863954879
137,19aqma20f1390,8/25/20,8/23/20,us,0,8/23/20,19xeap,united states,ostyn newman inc,saqmma16a0227,0,,n,no,furniture for overseas personnel.,337122.0,nonupholstered wood household furniture manufacturing,337122,nonupholstered wood household furniture manufacturing,7105,household furniture,usa,492.38,492.38,492.38,16,0.9195644863954879
138,19aqma20f1391,8/25/20,8/23/20,us,0,8/23/20,19xeap,united states,ostyn newman inc,saqmma16a0227,0,,n,no,furniture for overseas personnel.,337122.0,nonupholstered wood household furniture manufacturing,337122,nonupholstered wood household furniture manufacturing,7105,household furniture,usa,492.38,492.38,492.38,16,0.9195644863954879
139,19aqma20f1392,8/25/20,8/23/20,us,0,8/23/20,19xaf0,united states,ostyn newman inc,saqmma16a0227,0,,n,no,furniture for overseas personnel.,337122.0,nonupholstered wood household furniture manufacturing,337122,nonupholstered wood household furniture manufacturing,7105,household furniture,usa,"2,467.15","2,467.15","2,467.15",16,0.9195644863954879
140,19aqma20f1393,8/25/20,8/23/20,us,0,8/23/20,19xeap,united states,"ethan allen retail, inc.",saqmma16a0228,0,,n,no,furniture for overseas personnel.,337122.0,nonupholstered wood household furniture manufacturing,337122,nonupholstered wood household furniture manufacturing,7105,household furniture,usa,"5,612.67","5,612.67","5,612.67",16,0.9195644863954879
141,19aqma20f1394,8/25/20,8/23/20,us,0,8/23/20,19xeap,united states,"ethan allen retail, inc.",saqmma16a0228,0,,n,no,furniture for overseas personnel.,337122.0,nonupholstered wood household furniture manufacturing,337122,nonupholstered wood household furniture manufacturing,7105,household furniture,usa,"5,612.67","5,612.67","5,612.67",16,0.9195644863954879
142,19aqma20f1395,8/25/20,8/23/20,us,0,8/23/20,19xaf0,united states,"ethan allen retail, inc.",saqmma16a0228,0,,n,no,furniture for overseas personnel.,337122.0,nonupholstered wood household furniture manufacturing,337122,nonupholstered wood household furniture manufacturing,7105,household furniture,usa,"7,107.00","7,107.00","7,107.00",16,0.9195644863954879
143,19aqma20f1396,8/25/20,8/23/20,us,0,8/23/20,19xeur,united states,"ethan allen retail, inc.",saqmma16a0228,0,,n,no,furniture for overseas personnel.,337122.0,nonupholstered wood household furniture manufacturing,337122,nonupholstered wood household furniture manufacturing,7105,household furniture,usa,"9,112.64","9,112.64","9,112.64",16,0.9195644863954879
144,19aqma20f1397,8/25/20,8/25/20,us,0,09/01/20,19xeur,united states,cdw government llc,nng15sc28b,0,,n,no,microsoft licenses,541519.0,other computer related services,541519,other computer related services,7030,information technology software,usa,111.90,111.90,111.90,19,0.9195644863954879
145,19aqma20f1398,8/25/20,8/25/20,us,0,09/01/20,19xwha,united states,cdw government llc,nng15sc28b,0,,n,no,microsoft licenses,541519.0,other computer related services,541519,other computer related services,7030,information technology software,usa,67.14,67.14,67.14,19,0.9195644863954879
146,19aqma20f1400,8/25/20,8/25/20,us,0,08/01/20,19xeur,united states,cdw government llc,nng15sc28b,0,,n,no,microsoft licenses,541519.0,other computer related services,541519,other computer related services,7030,information technology software,usa,143.22,143.22,143.22,19,0.9195644863954879
147,19aqma20f1419,8/27/20,8/27/20,us,0,8/27/20,19xwha,united states,"mercom, incorporated",nng15sd84b,18,,n,no,monitors,541519.0,other computer related services,541519,other computer related services,7025,information technology input/output and storage devices,usa,"10,049.80","10,049.80","10,049.80",138,1.0
148,19aqma20f1451,8/28/20,8/28/20,us,0,9/30/20,19xrm0,united states,"new tech solutions, inc.",nng15sc82b,0,,n,no,adobe licenses,541519.0,other computer related services,541519,other computer related services,7030,information technology software,usa,"5,713.40","5,713.40","5,713.40",18,0.9195644855499268
149,19aqma20p0054,8/17/20,08/11/20,us,0,08/11/20,19xeap,united states,"nationwide supplies, l.p.",,0,,n,no,office items,,,339940,office supplies (except paper) manufacturing,7520,office devices and accessories,usa,540.00,540.00,540.00,139,1.0
150,19as2020k0473,2/26/20,2/26/20,ea,0,2/26/20,19xeap,australia,miscellaneous foreign awardees,,,,n,no,vacancy advertisement,,,541810,advertising agencies,r701,support- management: advertising,aus,"10,574.26","10,574.26","10,574.26",20,0.9195644863954879
151,19as2020k0473,2/27/20,2/27/20,ea,p00001,2/26/20,19xeap,australia,miscellaneous foreign awardees,,,,n,no,vacancy advertisement,,,541810,advertising agencies,r701,support- management: advertising,aus,0.00,0.00,0.00,20,0.9195644863954879
152,19as2020k0473,3/17/20,3/17/20,ea,p00002,2/26/20,19xeap,australia,miscellaneous foreign awardees,,,,n,no,vacancy advertisement,,,541810,advertising agencies,r701,support- management: advertising,aus,271.16,271.16,271.16,20,0.9195644863954879
153,19as2020k0473,5/21/20,5/21/20,ea,p00003,2/26/20,19xeap,australia,miscellaneous foreign awardees,,,,n,no,vacancy advertisement,,,541810,advertising agencies,r701,support- management: advertising,aus,730.54,730.54,730.54,20,0.9195644863954879
154,19as2020k0473,8/27/20,8/27/20,ea,p00004,2/26/20,19xeap,australia,miscellaneous foreign awardees,,,,n,no,vacancy advertisement,,,541810,advertising agencies,r701,support- management: advertising,aus,"(2,523.84)","(2,523.84)","(2,523.84)",20,0.9195644863954879
155,19as5020p0169,8/13/20,8/13/20,ea,0,8/13/20,19xeap,australia,miscellaneous foreign awardees,,,,n,no,530720by001 icass art for cob,,,453920,art dealers,7510,office supplies,aus,"10,186.65","10,186.65","10,186.65",140,1.0
156,19as5020p0172,07/06/20,07/06/20,ea,0,07/06/20,19xeap,australia,miscellaneous foreign awardees,,,,n,no,icass/pas/prog/rso - foxtel 1 aug 2020- 31 jul 2021,,,515210,cable and other subscription programming,r706,support- management: logistics support,aus,"10,909.09","10,909.09","10,909.09",21,0.9195644855499268
157,19as5020p0172,08/06/20,08/06/20,ea,p00001,07/06/20,19xeap,australia,miscellaneous foreign awardees,,,,n,no,icass/pas/prog/rso - foxtel 1 aug 2020- 31 jul 2021,,,515210,cable and other subscription programming,r706,support- management: logistics support,aus,85.23,85.23,85.23,21,0.9195644855499268
158,19as5020p0213,08/10/20,08/10/20,ea,0,08/10/20,19x0b0,australia,miscellaneous foreign awardees,,,,n,no,"obo - design, sowcost estimate for ada bathroomshower",,,541310,architectural services,c219,architect and engineering- general: other,aus,"10,051.72","10,051.72","10,051.72",141,1.0
159,19as7020p0190,8/25/20,8/25/20,ea,0,8/25/20,19xeap,australia,miscellaneous foreign awardees,,,,n,no,pr9377750 530720ey026 - pr9377750 - aeds for 50 miller,,,339112,surgical and medical instrument manufacturing,6515,"medical and surgical instruments, equipment, and supplies",aus,"10,015.46","10,015.46","10,015.46",142,1.0
160,19au9020f0446,8/17/20,06/10/20,eu,0,06/10/20,19xhr0,austria,santa fe relocation service ges.m.b.h.,19au9018d0003,0,,n,no,"shipment uab, hhe, pov",488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,aut,"7,057.14","7,057.14","7,057.14",22,0.9195644855499268
161,19au9020f0446,8/17/20,8/17/20,eu,p00001,06/10/20,19xhr0,austria,santa fe relocation service ges.m.b.h.,19au9018d0003,0,,n,no,"shipment uab, hhe, pov",488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,aut,"3,106.74","3,106.74","3,106.74",22,0.9195644855499268
162,19au9020f0516,8/19/20,6/29/20,eu,0,6/29/20,19xhr0,austria,a. kuhner sohn gmbh,19au9018d0002,0,,n,no,shipment_hhe/uab,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,aut,"9,782.09","9,782.09","9,782.09",23,0.9195644855499268
163,19au9020f0516,8/19/20,8/19/20,eu,p00001,6/29/20,19xhr0,austria,a. kuhner sohn gmbh,19au9018d0002,0,,n,no,shipment_hhe/uab,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,aut,716.78,716.78,716.78,23,0.9195644855499268
164,19au9020f0517,7/20/20,7/20/20,eu,0,7/20/20,19xhr0,austria,a. kuhner sohn gmbh,19au9018d0002,0,,n,no,shipment_hhe/ueb/pov/storage,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,aut,"10,384.26","10,384.26","10,384.26",24,0.9195644863954879
165,19au9020f0517,8/17/20,8/17/20,eu,p00001,7/20/20,19xhr0,austria,a. kuhner sohn gmbh,19au9018d0002,0,,n,no,shipment_hhe/ueb/pov/storage,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,aut,"(3,663.46)","(3,663.46)","(3,663.46)",24,0.9195644863954879
166,19au9020f0517,8/20/20,8/20/20,eu,p00002,7/20/20,19xhr0,austria,a. kuhner sohn gmbh,19au9018d0002,0,,n,no,shipment_hhe/ueb/pov/storage,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,aut,(27.93),(27.93),(27.93),24,0.9195644863954879
167,19au9020p0631,08/04/20,08/04/20,eu,0,08/04/20,19x100,austria,miscellaneous foreign awardees,,,,n,no,imo - covid19- all in one pcs (unvie and osce),,,334118,computer terminal and other computer peripheral equipment manufacturing,7021,"information technology central processing unit (cpu, computer, digital)",aut,"10,267.40","10,267.40","10,267.40",143,1.0
168,19au9020p0643,08/05/20,08/05/20,eu,0,08/05/20,19x0b0,austria,otto stockl elektroinstallationen gmbh,,,,n,no,fm_vie_replacement electrical panels_x1006,,,238210,electrical contractors and other wiring installation contractors,j059,maint/repair/rebuild of equipment- electrical and electronic equipment components,aut,"10,266.24","10,266.24","10,266.24",144,1.0
169,19au9020p0649,08/05/20,08/05/20,eu,0,08/05/20,19x0b0,austria,miscellaneous foreign awardees,,,,n,no,"housing real estate fee keylwerthgasse 5a/2/top 910, 1190 vienna",,,522292,real estate credit,r402,support- professional: real estate brokerage,aut,"11,020.96","11,020.96","11,020.96",145,1.0
170,19au9020p0687,8/24/20,8/24/20,eu,0,8/24/20,19xeur,austria,miscellaneous foreign awardees,,,,n,no,imo - 5ea. macbook air for help desk,,,334112,computer storage device manufacturing,7042,mini and micro computer control devices,aut,"11,287.68","11,287.68","11,287.68",146,1.0
171,19be2020k0095,11/26/19,11/26/19,eu,0,11/26/19,19xeur,belgium,miscellaneous foreign awardees,,,,y,yes,cell phones,,,517911,telecommunications resellers,5805,telephone and telegraph equipment,bel,"11,293.96","11,293.96","11,293.96",147,1.0
172,19be2020p0790,3/19/20,3/19/20,eu,0,3/19/20,19xeur,belgium,miscellaneous foreign awardees,,,,n,no,laptops,,,334118,computer terminal and other computer peripheral equipment manufacturing,7020,"information technology central processing unit (cpu, computer, analog)",bel,"10,918.18","10,918.18","10,918.18",6,0.9195644855499268
173,19be2020p1127,6/16/20,6/16/20,eu,0,6/16/20,19xeur,belgium,miscellaneous foreign awardees,,,,n,no,painting and painting related services k996,,,238320,painting and wall covering contractors,j080,"maint/repair/rebuild of equipment- brushes, paints, sealers, and adhesives",bel,"10,349.14","10,349.14","10,349.14",25,0.9195644855499268
174,19be2020p1127,08/10/20,08/10/20,eu,p00001,6/16/20,19xeur,belgium,miscellaneous foreign awardees,,,,n,no,painting and painting related services k996,,,238320,painting and wall covering contractors,j080,"maint/repair/rebuild of equipment- brushes, paints, sealers, and adhesives",bel,521.56,521.56,521.56,25,0.9195644855499268
175,19be2020p1175,8/13/20,6/24/20,eu,0,6/24/20,19xeur,belgium,miscellaneous foreign awardees,,,,n,no,r183 - painting and painting related services - no contract,,,238320,painting and wall covering contractors,j080,"maint/repair/rebuild of equipment- brushes, paints, sealers, and adhesives",bel,"9,087.61","9,087.61","9,087.61",26,0.9195644855499268
176,19be2020p1175,8/18/20,8/13/20,eu,p00001,6/24/20,19xeur,belgium,miscellaneous foreign awardees,,,,n,no,r183 - painting and painting related services - no contract,,,238320,painting and wall covering contractors,j080,"maint/repair/rebuild of equipment- brushes, paints, sealers, and adhesives",bel,976.15,976.15,976.15,26,0.9195644855499268
177,19be2020p1324,8/27/20,8/27/20,eu,0,8/27/20,19x0b0,belgium,miscellaneous foreign awardees,,,,n,no,urgent - repair by replacement water treatment pool nato cmr,,,314910,textile bag and canvas mills,z1fa,maintenance of family housing facilities,bel,"10,467.91","10,467.91","10,467.91",148,1.0
178,19be2020p1466,8/20/20,8/20/20,eu,0,8/20/20,19x0b0,belgium,miscellaneous foreign awardees,,,,n,no,emb/exec-fabrication drapes family dining room 1st fl r001,,,313310,textile and fabric finishing mills,h283,"equipment and materials testing- textiles, leather, furs, apparel and shoe findings, tents and flags",bel,"10,035.80","10,035.80","10,035.80",149,1.0
179,19bk8020f0339,06/08/20,06/08/20,eu,0,06/08/20,19xhr0,bosnia and herzegovina,a.g.s. d.o.o. sarajevo,sbk80017d0002,0,,n,no,packing and shipping services,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,bih,"13,777.25","13,777.25","13,777.25",27,0.9195644863954879
180,19bk8020f0339,08/07/20,08/07/20,eu,p00001,06/08/20,19xhr0,bosnia and herzegovina,a.g.s. d.o.o. sarajevo,sbk80017d0002,0,,n,no,packing and shipping services,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,bih,"(8,864.94)","(8,864.94)","(8,864.94)",27,0.9195644863954879
181,19bk8020f0340,06/08/20,06/08/20,eu,0,06/08/20,19xhr0,bosnia and herzegovina,a.g.s. d.o.o. sarajevo,sbk80017d0002,0,,n,no,packing and shipping services,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,bih,"10,315.68","10,315.68","10,315.68",27,0.9195644863954879
182,19bk8020f0340,08/07/20,08/07/20,eu,p00001,06/08/20,19xhr0,bosnia and herzegovina,a.g.s. d.o.o. sarajevo,sbk80017d0002,0,,n,no,packing and shipping services,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,bih,"(4,075.51)","(4,075.51)","(4,075.51)",27,0.9195644863954879
183,19bk8020f0340,8/27/20,8/27/20,eu,p00002,06/08/20,19xhr0,bosnia and herzegovina,a.g.s. d.o.o. sarajevo,sbk80017d0002,0,,n,no,packing and shipping services,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,bih,"2,909.53","2,909.53","2,909.53",27,0.9195644863954879
184,19bk8020f0356,6/23/20,6/23/20,eu,0,6/23/20,19xhr0,bosnia and herzegovina,a.g.s. d.o.o. sarajevo,sbk80017d0002,0,,n,no,packing and shipping services,488991.0,packing and crating,488991,packing and crating,v003,transportation/travel/relocation- motor pool and packing/crating: packing/crating,bih,"11,426.63","11,426.63","11,426.63",27,0.9195644863954879
